City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,State,month,day_of_week,year,quarter,season,AQI_lag_1,AQI_lag_3,AQI_lag_7,AQI_rolling_3,AQI_rolling_7,AQI_rolling_30
Hyderabad,2015-11-12,88.14,106.33,11.57,19.56,29.93,11.91,0.61,12.92,34.67,1.31,6.17,0.66,275.0,Poor,Telangana,11,3,2015,4,3,135.0,114.0,103.0,126.0,144.42857142857142,199.7
Hyderabad,2015-11-13,72.77,111.94,8.77,15.59,22.61,11.7,0.61,13.17,29.49,1.88,10.04,1.22,157.0,Moderate,Telangana,11,4,2015,4,3,275.0,129.0,179.0,179.66666666666666,169.0,204.7
Hyderabad,2015-11-14,61.82,99.33,11.49,15.61,24.35,9.85,1.19,13.89,33.99,1.82,13.68,2.3,131.0,Moderate,Telangana,11,5,2015,4,3,157.0,135.0,206.0,189.0,165.85714285714286,203.63333333333333
Hyderabad,2015-11-15,70.51,100.62,17.12,16.18,28.61,2.5,1.2,11.67,33.14,1.96,12.9,1.02,144.0,Moderate,Telangana,11,6,2015,4,3,131.0,275.0,145.0,187.66666666666666,155.14285714285714,198.93333333333334
Hyderabad,2015-11-16,69.02,98.3,7.66,10.53,14.07,3.52,1.06,12.49,32.91,1.36,6.87,0.7,130.0,Moderate,Telangana,11,0,2015,4,3,144.0,157.0,114.0,144.0,155.0,194.86666666666667
Hyderabad,2015-11-17,44.27,107.15,9.28,6.38,12.52,6.01,0.81,9.57,31.61,0.89,5.89,1.15,128.0,Moderate,Telangana,11,1,2015,4,3,130.0,131.0,129.0,135.0,157.28571428571428,191.53333333333333
Hyderabad,2015-11-18,46.31,92.72,8.21,6.58,11.61,5.94,0.84,9.58,30.33,0.97,5.09,1.1,102.0,Moderate,Telangana,11,2,2015,4,3,128.0,144.0,135.0,134.0,157.14285714285714,188.8
Hyderabad,2015-11-19,37.76,102.3,7.23,5.1,9.17,5.96,0.89,9.16,38.1,0.88,3.83,0.39,110.0,Moderate,Telangana,11,3,2015,4,3,102.0,130.0,275.0,120.0,152.42857142857142,188.26666666666668
Hyderabad,2015-11-20,30.44,74.28,7.51,6.96,11.27,5.97,0.94,8.51,21.91,0.99,5.15,1.88,86.0,Satisfactory,Telangana,11,4,2015,4,3,110.0,128.0,157.0,113.33333333333333,128.85714285714286,185.96666666666667
Hyderabad,2015-11-21,38.88,106.93,6.34,9.18,13.07,6.83,0.93,8.8,33.12,1.04,5.01,2.12,92.0,Satisfactory,Telangana,11,5,2015,4,3,86.0,102.0,131.0,99.33333333333333,118.71428571428571,181.76666666666668
Hyderabad,2015-11-22,70.96,104.88,7.28,7.21,12.71,10.08,1.25,9.36,43.03,1.42,5.74,1.04,121.0,Moderate,Telangana,11,6,2015,4,3,92.0,110.0,144.0,96.0,113.14285714285714,179.63333333333333
Hyderabad,2015-11-23,46.04,98.22,3.95,7.92,9.81,9.44,0.76,6.44,40.99,1.24,4.41,0.7,97.0,Satisfactory,Telangana,11,0,2015,4,3,121.0,86.0,130.0,99.66666666666667,109.85714285714286,177.3
Hyderabad,2015-11-24,40.59,94.94,4.84,10.51,13.63,8.95,0.92,9.44,36.46,1.2,5.98,2.65,102.0,Moderate,Telangana,11,1,2015,4,3,97.0,92.0,128.0,103.33333333333333,105.14285714285714,174.36666666666667
Hyderabad,2015-11-25,69.37,112.36,8.69,15.65,22.64,8.87,1.1,8.3,26.89,1.51,7.33,0.75,119.0,Moderate,Telangana,11,2,2015,4,3,102.0,121.0,102.0,106.66666666666667,101.42857142857143,169.93333333333334
Hyderabad,2015-11-26,91.06,108.82,15.49,21.0,34.72,8.95,1.4,11.16,25.38,1.86,8.97,1.03,199.0,Moderate,Telangana,11,3,2015,4,3,119.0,97.0,110.0,106.0,103.85714285714286,166.9
Hyderabad,2015-11-27,83.12,115.67,7.2,16.36,21.79,8.93,1.1,9.12,33.04,1.58,6.92,0.78,172.0,Moderate,Telangana,11,4,2015,4,3,199.0,102.0,86.0,140.0,116.57142857142857,166.0
Hyderabad,2015-11-28,81.22,110.9,4.52,11.75,14.87,8.6,1.01,9.53,39.42,1.26,6.04,0.46,172.0,Moderate,Telangana,11,5,2015,4,3,172.0,119.0,92.0,163.33333333333334,128.85714285714286,164.16666666666666
Hyderabad,2015-11-29,67.13,109.51,4.52,9.39,12.25,8.95,0.97,8.22,46.11,1.28,4.77,0.7,164.0,Moderate,Telangana,11,6,2015,4,3,172.0,199.0,121.0,181.0,140.28571428571428,162.7
Hyderabad,2015-11-30,45.49,106.29,4.86,8.74,11.95,8.93,0.92,8.03,31.7,1.15,5.14,2.61,119.0,Moderate,Telangana,11,0,2015,4,3,164.0,172.0,97.0,169.33333333333334,146.42857142857142,151.93333333333334
Hyderabad,2015-12-01,38.24,102.51,5.31,10.07,13.74,8.94,0.93,9.1,28.27,1.1,5.45,2.51,101.0,Moderate,Telangana,12,1,2015,4,0,119.0,172.0,102.0,151.66666666666666,149.57142857142858,139.16666666666666
Hyderabad,2015-12-02,29.53,80.84,5.28,10.13,13.79,9.32,0.87,7.72,21.04,1.26,4.59,0.62,95.0,Satisfactory,Telangana,12,2,2015,4,0,101.0,164.0,119.0,128.0,149.42857142857142,136.26666666666668
Hyderabad,2015-12-03,45.97,98.69,6.86,17.38,23.23,10.45,0.85,7.09,28.81,0.91,4.24,0.32,99.0,Satisfactory,Telangana,12,3,2015,4,0,95.0,119.0,199.0,105.0,146.0,135.9
Hyderabad,2015-12-04,57.22,103.72,5.61,19.75,24.69,9.3,1.28,9.04,31.38,1.14,8.69,1.45,120.0,Moderate,Telangana,12,4,2015,4,0,99.0,101.0,172.0,98.33333333333333,131.71428571428572,135.2
Hyderabad,2015-12-05,61.11,109.53,7.38,16.02,21.96,10.39,1.04,9.25,24.0,1.37,6.67,1.26,127.0,Moderate,Telangana,12,5,2015,4,0,120.0,95.0,172.0,104.66666666666667,124.28571428571429,134.86666666666667
Hyderabad,2015-12-06,61.38,107.595,6.91,24.24,30.73,10.46,1.11,7.86,29.85,0.72,4.08,0.2,133.0,Moderate,Telangana,12,6,2015,4,0,127.0,99.0,164.0,115.33333333333333,117.85714285714286,135.66666666666666
Hyderabad,2015-12-07,79.25,105.66,8.72,22.09,29.96,10.53,1.17,8.71,24.41,1.22,7.57,1.47,160.0,Moderate,Telangana,12,0,2015,4,0,133.0,120.0,119.0,126.66666666666667,113.42857142857143,134.13333333333333
Hyderabad,2015-12-08,72.74,104.94,8.25,17.02,23.62,10.43,1.14,10.42,28.54,1.67,9.31,1.01,147.0,Moderate,Telangana,12,1,2015,4,0,160.0,127.0,101.0,140.0,119.28571428571429,132.6
Hyderabad,2015-12-09,60.2,104.11,7.51,16.7,22.55,10.35,1.12,7.05,29.88,1.57,7.05,1.07,137.0,Moderate,Telangana,12,2,2015,4,0,147.0,133.0,95.0,146.66666666666666,125.85714285714286,132.66666666666666
Hyderabad,2015-12-10,49.53,117.53,6.44,16.6,21.53,10.5,1.11,7.85,29.88,1.46,6.76,0.92,120.0,Moderate,Telangana,12,3,2015,4,0,137.0,160.0,99.0,148.0,131.85714285714286,133.43333333333334
Hyderabad,2015-12-11,24.85,64.47,8.58,12.14,19.29,10.5,0.91,8.54,20.59,0.84,5.26,0.34,101.0,Moderate,Telangana,12,4,2015,4,0,120.0,147.0,120.0,134.66666666666666,134.85714285714286,133.13333333333333
Hyderabad,2015-12-12,42.92,87.86,10.1,13.9,22.57,10.48,1.18,7.02,24.96,1.47,7.26,0.99,111.0,Moderate,Telangana,12,5,2015,4,0,101.0,137.0,127.0,119.33333333333333,132.14285714285714,132.0
Hyderabad,2015-12-13,57.34,93.23,5.24,9.76,13.55,10.46,0.86,8.74,31.37,1.35,7.01,0.85,124.0,Moderate,Telangana,12,6,2015,4,0,111.0,120.0,133.0,110.66666666666667,129.85714285714286,126.53333333333333
Hyderabad,2015-12-14,30.53,95.47,5.52,10.89,14.9,10.43,0.81,8.78,31.66,1.06,5.46,0.6,102.0,Moderate,Telangana,12,0,2015,4,0,124.0,101.0,160.0,112.0,128.57142857142858,125.43333333333334
Hyderabad,2015-12-15,30.54,98.14,5.82,14.83,19.18,10.53,0.89,8.37,32.98,1.22,6.36,0.76,100.0,Satisfactory,Telangana,12,1,2015,4,0,102.0,111.0,147.0,112.33333333333333,120.28571428571429,124.46666666666667
Hyderabad,2015-12-16,33.68,85.59,6.62,12.81,18.01,10.54,0.85,7.29,30.43,1.26,5.91,0.76,101.0,Moderate,Telangana,12,2,2015,4,0,100.0,124.0,137.0,108.66666666666667,113.57142857142857,123.0
Hyderabad,2015-12-17,33.48,81.25,6.92,12.47,17.9,10.55,0.8,9.02,28.24,1.22,5.43,0.73,92.0,Satisfactory,Telangana,12,3,2015,4,0,101.0,102.0,120.0,101.0,108.42857142857143,122.03333333333333
Hyderabad,2015-12-18,36.17,75.84,6.98,12.44,17.93,10.46,0.94,8.45,27.24,1.15,6.11,1.47,98.0,Satisfactory,Telangana,12,4,2015,4,0,92.0,100.0,101.0,97.66666666666667,104.42857142857143,120.83333333333333
Hyderabad,2015-12-19,38.31,103.29,7.85,13.32,19.67,10.41,1.03,7.17,22.6,1.31,9.67,1.78,101.0,Moderate,Telangana,12,5,2015,4,0,98.0,101.0,111.0,97.0,104.0,120.7
Hyderabad,2015-12-20,45.87,98.28,5.3,8.87,12.6,10.49,0.88,7.81,27.92,1.33,7.7,1.0,104.0,Moderate,Telangana,12,6,2015,4,0,101.0,92.0,124.0,97.0,102.57142857142857,120.4
Hyderabad,2015-12-21,30.24,82.51,3.8,11.64,14.11,10.49,0.6,9.7,28.87,0.82,5.77,0.42,93.0,Satisfactory,Telangana,12,0,2015,4,0,104.0,98.0,102.0,101.0,99.71428571428571,121.0
Hyderabad,2015-12-22,59.23,84.19,6.68,13.39,18.49,10.38,0.92,7.79,31.1,1.13,6.38,0.56,102.0,Moderate,Telangana,12,1,2015,4,0,93.0,101.0,100.0,99.33333333333333,98.42857142857143,121.03333333333333
Hyderabad,2015-12-23,38.41,83.4,6.6,12.88,18.03,10.42,0.8,6.71,30.15,1.1,5.35,0.64,115.0,Moderate,Telangana,12,2,2015,4,0,102.0,104.0,101.0,99.66666666666667,98.71428571428571,120.4
Hyderabad,2015-12-24,60.86,108.11,6.06,11.42,15.98,10.42,0.99,8.48,52.28,1.27,7.24,0.49,113.0,Moderate,Telangana,12,3,2015,4,0,115.0,93.0,92.0,103.33333333333333,100.71428571428571,121.0
Hyderabad,2015-12-25,74.08,94.0,4.72,8.91,12.19,10.42,0.91,11.36,72.53,1.26,5.22,0.8,142.0,Moderate,Telangana,12,4,2015,4,0,113.0,102.0,98.0,110.0,103.71428571428571,121.36666666666666
Hyderabad,2015-12-26,79.9,99.88,4.84,12.23,15.52,10.35,1.26,14.13,83.35,1.6,7.69,2.41,174.0,Moderate,Telangana,12,5,2015,4,0,142.0,115.0,101.0,123.33333333333333,110.0,122.13333333333334
Hyderabad,2015-12-27,79.52,97.83,5.14,14.89,18.53,10.38,1.26,17.09,61.51,1.78,7.98,1.53,176.0,Moderate,Telangana,12,6,2015,4,0,174.0,113.0,104.0,143.0,120.42857142857143,121.3
Hyderabad,2015-12-28,65.91,99.88,7.62,21.23,27.43,10.43,1.57,9.83,30.85,1.83,9.55,1.53,148.0,Moderate,Telangana,12,0,2015,4,0,176.0,142.0,93.0,164.0,130.71428571428572,121.43333333333334
Hyderabad,2015-12-29,68.43,98.43,24.6,27.59,50.51,10.35,1.52,12.64,23.09,2.65,16.45,2.34,147.0,Moderate,Telangana,12,1,2015,4,0,148.0,174.0,102.0,166.0,138.57142857142858,120.63333333333334
Hyderabad,2015-12-30,83.76,102.69,38.06,29.6,52.78,10.51,1.71,13.79,22.94,2.57,16.0,2.11,171.0,Moderate,Telangana,12,2,2015,4,0,147.0,176.0,115.0,157.0,145.0,120.06666666666666
Hyderabad,2015-12-31,177.62,98.01,28.46,25.5,52.22,10.46,1.73,14.74,25.9,2.33,13.33,2.05,213.0,Poor,Telangana,12,3,2015,4,0,171.0,148.0,113.0,155.33333333333334,153.0,121.8
Hyderabad,2016-01-01,232.83,108.2,11.17,17.35,26.85,10.58,1.45,8.56,27.64,1.79,9.91,2.41,387.0,Very Poor,Telangana,1,4,2016,1,0,213.0,147.0,142.0,177.0,167.28571428571428,125.53333333333333
Hyderabad,2016-01-02,71.44,111.72,8.97,16.6,23.98,10.46,1.15,8.39,38.01,1.48,8.14,0.95,211.0,Poor,Telangana,1,5,2016,1,0,387.0,171.0,174.0,257.0,202.28571428571428,135.26666666666668
Hyderabad,2016-01-03,66.92,105.15,10.65,15.35,24.45,10.35,1.23,7.77,35.08,1.86,9.56,1.54,145.0,Moderate,Telangana,1,6,2016,1,0,211.0,213.0,176.0,270.3333333333333,207.57142857142858,139.0
Hyderabad,2016-01-04,134.61,109.29,9.99,15.94,24.34,10.52,1.27,9.82,34.33,1.86,9.33,2.09,177.0,Moderate,Telangana,1,0,2016,1,0,145.0,387.0,148.0,247.66666666666666,203.14285714285714,139.83333333333334
Hyderabad,2016-01-05,80.83,113.23,9.04,16.65,24.06,10.55,1.21,8.87,34.37,1.57,9.39,0.97,218.0,Poor,Telangana,1,1,2016,1,0,177.0,211.0,147.0,177.66666666666666,207.28571428571428,141.5
Hyderabad,2016-01-06,109.82,105.67,15.06,19.71,33.18,10.53,1.33,8.84,35.03,1.56,8.24,1.48,205.0,Poor,Telangana,1,2,2016,1,0,218.0,145.0,171.0,180.0,217.42857142857142,144.33333333333334
Hyderabad,2016-01-07,66.19,102.61,5.71,13.35,17.48,10.52,0.93,7.82,42.99,1.16,7.22,0.86,195.0,Moderate,Telangana,1,3,2016,1,0,205.0,177.0,213.0,200.0,222.28571428571428,145.83333333333334
Hyderabad,2016-01-08,69.27,100.47,9.06,18.17,25.57,10.43,1.14,7.82,47.4,1.35,6.72,1.23,145.0,Moderate,Telangana,1,4,2016,1,0,195.0,218.0,387.0,206.0,219.71428571428572,147.43333333333334
Hyderabad,2016-01-09,97.2,108.77,21.79,20.69,40.86,10.47,1.26,8.82,46.2,1.47,7.94,1.22,228.0,Poor,Telangana,1,5,2016,1,0,145.0,205.0,211.0,181.66666666666666,185.14285714285714,147.7
Hyderabad,2016-01-10,72.09,101.26,17.44,19.99,35.77,10.44,1.17,8.85,62.68,1.48,8.37,1.13,200.0,Moderate,Telangana,1,6,2016,1,0,228.0,195.0,145.0,189.33333333333334,187.57142857142858,151.3
Hyderabad,2016-01-11,71.44,107.05,13.04,19.87,31.26,10.47,1.21,8.01,51.86,1.42,7.31,0.9,159.0,Moderate,Telangana,1,0,2016,1,0,200.0,145.0,177.0,191.0,195.42857142857142,154.6
Hyderabad,2016-01-12,129.67,103.49,18.62,22.42,39.3,10.33,1.39,7.62,49.16,1.79,10.55,2.19,219.0,Poor,Telangana,1,1,2016,1,0,159.0,228.0,218.0,195.66666666666666,192.85714285714286,156.2
Hyderabad,2016-01-13,103.44,99.88,21.74,21.93,42.02,10.43,1.22,10.39,53.34,1.48,10.55,1.65,257.0,Poor,Telangana,1,2,2016,1,0,219.0,200.0,205.0,192.66666666666666,193.0,159.36666666666667
Hyderabad,2016-01-14,60.76,98.54,6.32,13.38,17.95,10.44,0.91,7.1,69.54,1.11,5.88,0.67,216.0,Poor,Telangana,1,3,2016,1,0,257.0,159.0,195.0,211.66666666666666,200.42857142857142,164.53333333333333
Hyderabad,2016-01-15,56.01,104.73,5.12,7.15,10.77,10.4,0.73,7.28,68.31,0.55,2.62,0.22,155.0,Moderate,Telangana,1,4,2016,1,0,216.0,219.0,145.0,230.66666666666666,203.42857142857142,168.4
Hyderabad,2016-01-16,58.57,93.52,5.16,9.91,13.47,10.42,0.93,7.02,74.69,0.37,2.46,0.13,148.0,Moderate,Telangana,1,5,2016,1,0,155.0,257.0,228.0,209.33333333333334,204.85714285714286,170.2
Hyderabad,2016-01-17,54.12,99.69,5.16,8.61,12.3,10.39,1.05,8.47,74.38,0.48,3.07,0.14,161.0,Moderate,Telangana,1,6,2016,1,0,148.0,216.0,200.0,173.0,193.42857142857142,172.06666666666666
Hyderabad,2016-01-18,43.05,82.25,5.78,9.64,13.97,10.41,0.78,6.51,74.51,0.41,2.66,0.12,171.0,Moderate,Telangana,1,0,2016,1,0,161.0,155.0,159.0,154.66666666666666,187.85714285714286,174.16666666666666
Hyderabad,2016-01-19,50.38,79.94,5.56,9.39,13.46,10.42,0.74,7.33,39.71,0.53,3.07,0.16,152.0,Moderate,Telangana,1,1,2016,1,0,171.0,148.0,219.0,160.0,189.57142857142858,176.5
Hyderabad,2016-01-20,75.11,102.17,6.03,12.5,17.01,10.51,1.02,8.71,19.6,1.1,5.52,0.42,128.0,Moderate,Telangana,1,2,2016,1,0,152.0,161.0,257.0,161.33333333333334,180.0,178.1
Hyderabad,2016-01-21,62.65,114.92,5.01,10.2,13.7,10.39,0.78,10.16,37.85,0.35,3.56,0.07,147.0,Moderate,Telangana,1,3,2016,1,0,128.0,171.0,216.0,150.33333333333334,161.57142857142858,179.26666666666668
Hyderabad,2016-01-22,51.14,103.09,5.2,10.0,13.76,10.42,0.92,13.55,50.35,0.4,3.69,0.07,117.0,Moderate,Telangana,1,4,2016,1,0,147.0,152.0,155.0,142.33333333333334,151.71428571428572,180.76666666666668
Hyderabad,2016-01-23,66.16,97.42,5.23,13.23,17.06,10.5,0.99,8.42,48.7,0.48,3.42,0.09,118.0,Moderate,Telangana,1,5,2016,1,0,117.0,128.0,148.0,130.66666666666666,146.28571428571428,180.83333333333334
Hyderabad,2016-01-24,73.91,105.01,5.09,10.36,14.06,10.59,0.89,7.65,44.51,0.55,3.64,0.13,149.0,Moderate,Telangana,1,6,2016,1,0,118.0,147.0,161.0,127.33333333333333,142.0,181.0
Hyderabad,2016-01-25,69.02,103.83,7.99,6.65,12.84,10.58,1.25,9.03,42.29,0.56,3.21,0.12,148.0,Moderate,Telangana,1,0,2016,1,0,149.0,117.0,171.0,128.0,140.28571428571428,181.23333333333332
Hyderabad,2016-01-26,63.61,101.29,5.41,2.7,5.36,10.42,0.98,10.08,50.63,0.556,3.354,0.134,120.0,Moderate,Telangana,1,1,2016,1,0,148.0,118.0,152.0,138.33333333333334,137.0,180.36666666666667
Hyderabad,2016-01-27,58.2,94.48,5.07,2.75,5.12,10.44,0.81,9.41,28.75,0.552,3.498,0.148,133.0,Moderate,Telangana,1,2,2016,1,0,120.0,149.0,128.0,139.0,132.42857142857142,178.5
Hyderabad,2016-01-28,66.76,103.98,5.41,2.59,5.3,10.45,1.24,12.97,0.1,0.548,3.6420000000000003,0.162,117.0,Moderate,Telangana,1,3,2016,1,0,133.0,148.0,147.0,133.66666666666666,133.14285714285714,178.0
Hyderabad,2016-01-29,60.79,101.32,5.46,3.01,5.53,10.4,1.76,13.37,21.78,0.544,3.786,0.176,112.0,Moderate,Telangana,1,4,2016,1,0,117.0,120.0,117.0,123.33333333333333,128.85714285714286,177.0
Hyderabad,2016-01-30,61.3,95.96,5.33,2.88,5.37,10.4,1.94,12.42,20.34,0.54,3.93,0.19,110.0,Moderate,Telangana,1,5,2016,1,0,112.0,133.0,118.0,120.66666666666667,128.14285714285714,175.03333333333333
Hyderabad,2016-01-31,77.8,99.57,5.07,2.87,5.18,10.42,1.32,12.31,0.1,0.536,4.074,0.20400000000000001,139.0,Moderate,Telangana,1,6,2016,1,0,110.0,117.0,149.0,113.0,127.0,171.6
Hyderabad,2016-02-01,67.17,104.62,5.32,2.76,5.31,10.5,1.43,11.66,0.1,0.532,4.218,0.21800000000000003,136.0,Moderate,Telangana,2,0,2016,1,0,139.0,112.0,148.0,120.33333333333333,125.57142857142857,163.33333333333334
Hyderabad,2016-02-02,58.73,96.69,5.13,2.9,5.24,10.52,0.86,11.32,0.1,0.528,4.362,0.232,120.0,Moderate,Telangana,2,1,2016,1,0,136.0,110.0,120.0,128.33333333333334,123.85714285714286,160.83333333333334
Hyderabad,2016-02-03,57.81,100.26,5.35,3.04,5.47,10.51,1.73,12.69,0.1,0.524,4.506,0.24600000000000002,112.0,Moderate,Telangana,2,2,2016,1,0,120.0,139.0,133.0,131.66666666666666,123.85714285714286,160.0
Hyderabad,2016-02-04,103.27,95.5,4.76,8.26,10.52,10.57,1.25,12.0,5.79,0.52,4.65,0.26,108.0,Moderate,Telangana,2,3,2016,1,0,112.0,136.0,117.0,122.66666666666667,120.85714285714286,157.83333333333334
Hyderabad,2016-02-05,68.56,107.67,6.71,13.49,18.84,10.61,0.98,9.9,35.46,0.53,4.01,0.24,174.0,Moderate,Telangana,2,4,2016,1,0,108.0,120.0,112.0,113.33333333333333,119.57142857142857,154.16666666666666
Hyderabad,2016-02-06,61.7,102.86,5.41,10.58,14.63,10.57,1.12,6.51,45.37,0.44,3.13,0.16,137.0,Moderate,Telangana,2,5,2016,1,0,174.0,112.0,110.0,131.33333333333334,128.42857142857142,153.13333333333333
Hyderabad,2016-02-07,61.74,101.15,5.38,8.97,12.97,10.28,0.92,3.82,45.44,0.44,2.67,0.15,121.0,Moderate,Telangana,2,6,2016,1,0,137.0,108.0,139.0,139.66666666666666,132.28571428571428,151.2
Hyderabad,2016-02-08,69.72,108.26,5.46,10.01,14.1,10.42,0.86,3.99,37.8,0.44,2.87,0.15,134.0,Moderate,Telangana,2,0,2016,1,0,121.0,174.0,136.0,144.0,129.71428571428572,150.4
Hyderabad,2016-02-09,72.39,106.72,5.41,11.19,15.2,10.38,1.02,4.32,40.99,0.43,3.15,0.15,149.0,Moderate,Telangana,2,1,2016,1,0,134.0,137.0,120.0,130.66666666666666,129.42857142857142,147.26666666666668
Hyderabad,2016-02-10,62.0,99.08,5.91,12.15,16.68,10.28,0.92,4.73,46.72,0.45,6.47,0.16,137.0,Moderate,Telangana,2,2,2016,1,0,149.0,121.0,112.0,134.66666666666666,133.57142857142858,145.56666666666666
Hyderabad,2016-02-11,66.95,109.31,5.29,10.13,14.05,10.45,0.92,6.21,51.08,0.44,6.43,0.16,124.0,Moderate,Telangana,2,3,2016,1,0,137.0,134.0,108.0,140.0,137.14285714285714,144.83333333333334
Hyderabad,2016-02-12,61.41,96.56,5.45,10.43,14.54,10.28,0.68,4.48,49.34,0.37,4.66,0.13,122.0,Moderate,Telangana,2,4,2016,1,0,124.0,149.0,174.0,136.66666666666666,139.42857142857142,141.66666666666666
Hyderabad,2016-02-13,62.77,102.95,4.93,10.25,13.87,10.39,0.89,4.77,50.96,0.54,4.25,0.4,120.0,Moderate,Telangana,2,5,2016,1,0,122.0,137.0,137.0,127.66666666666667,132.0,137.16666666666666
Hyderabad,2016-02-14,58.29,100.33,5.07,7.93,11.66,10.3,0.94,5.61,38.25,1.12,5.71,1.44,120.0,Moderate,Telangana,2,6,2016,1,0,120.0,124.0,121.0,122.0,129.57142857142858,133.96666666666667
Hyderabad,2016-02-15,56.27,98.59,5.52,9.52,13.7,10.28,0.67,5.45,33.34,0.9,3.95,0.87,116.0,Moderate,Telangana,2,0,2016,1,0,120.0,122.0,134.0,120.66666666666667,129.42857142857142,132.8
Hyderabad,2016-02-16,37.03,72.15,7.35,9.96,16.16,9.8,1.1,5.59,24.56,0.46,2.92,0.39,123.0,Moderate,Telangana,2,1,2016,1,0,116.0,120.0,149.0,118.66666666666667,126.85714285714286,131.73333333333332
Hyderabad,2016-02-17,47.56,121.88,5.96,12.95,17.52,10.49,0.93,5.36,35.93,0.2,1.82,0.11,95.0,Satisfactory,Telangana,2,2,2016,1,0,123.0,120.0,137.0,119.66666666666667,123.14285714285714,130.46666666666667
Hyderabad,2016-02-18,45.02,107.06,5.77,11.18,15.59,10.47,0.99,5.38,28.3,0.19,2.17,0.1,102.0,Moderate,Telangana,2,3,2016,1,0,95.0,116.0,124.0,111.33333333333333,117.14285714285714,127.93333333333334
Hyderabad,2016-02-19,44.95,91.3,8.82,12.82,20.32,10.57,1.06,4.95,25.76,0.92,5.59,1.02,100.0,Satisfactory,Telangana,2,4,2016,1,0,102.0,123.0,122.0,106.66666666666667,114.0,126.26666666666667
Hyderabad,2016-02-20,173.37,113.67,10.62,17.14,26.33,10.49,1.22,6.56,31.91,1.46,8.86,1.97,134.0,Moderate,Telangana,2,5,2016,1,0,100.0,95.0,120.0,99.0,110.85714285714286,125.33333333333333
Hyderabad,2016-02-21,525.09,94.0,16.96,19.14,34.7,10.53,1.57,8.75,37.36,2.16,13.13,2.85,442.0,Severe,Telangana,2,6,2016,1,0,134.0,102.0,120.0,112.0,112.85714285714286,124.9
Hyderabad,2016-02-22,353.58,95.54,8.53,16.83,23.94,10.47,1.17,9.43,38.86,1.4,9.8,2.38,510.0,Severe,Telangana,2,0,2016,1,0,442.0,100.0,116.0,225.33333333333334,158.85714285714286,135.73333333333332
Hyderabad,2016-02-23,65.95,107.3,3.32,10.53,12.46,10.46,0.82,7.15,43.44,1.08,5.04,1.14,235.0,Poor,Telangana,2,1,2016,1,0,510.0,134.0,123.0,362.0,215.14285714285714,148.8
Hyderabad,2016-02-24,50.22,95.03,5.37,9.25,13.29,10.42,0.79,7.02,41.45,0.75,4.14,0.61,115.0,Moderate,Telangana,2,2,2016,1,0,235.0,442.0,95.0,395.6666666666667,231.14285714285714,151.66666666666666
Hyderabad,2016-02-25,53.47,101.93,5.49,10.41,14.59,10.48,0.9,5.88,43.55,0.82,4.75,0.79,113.0,Moderate,Telangana,2,3,2016,1,0,115.0,510.0,102.0,286.6666666666667,234.0,150.56666666666666
Hyderabad,2016-02-26,48.65,96.82,5.28,7.94,11.87,10.4,0.89,6.79,26.1,0.84,9.74,0.82,109.0,Moderate,Telangana,2,4,2016,1,0,113.0,235.0,100.0,154.33333333333334,235.57142857142858,150.33333333333334
Hyderabad,2016-02-27,29.42,80.62,5.32,8.1,12.09,10.31,0.87,6.07,24.43,0.75,3.83,0.93,100.0,Satisfactory,Telangana,2,5,2016,1,0,109.0,115.0,134.0,112.33333333333333,236.85714285714286,149.53333333333333
Hyderabad,2016-02-28,36.27,91.18,5.66,9.6,13.87,10.32,0.79,5.97,22.35,0.9,4.51,1.28,99.0,Satisfactory,Telangana,2,6,2016,1,0,100.0,113.0,442.0,107.33333333333333,232.0,148.96666666666667
Hyderabad,2016-02-29,33.01,93.99,5.84,9.41,13.91,10.39,0.92,5.34,27.62,0.79,4.42,0.89,98.0,Satisfactory,Telangana,2,0,2016,1,0,99.0,109.0,510.0,102.66666666666667,183.0,148.53333333333333
Hyderabad,2016-03-01,38.91,86.74,5.26,8.86,12.81,10.29,0.88,5.35,33.92,0.81,3.43,0.9,102.0,Moderate,Telangana,3,1,2016,1,1,98.0,100.0,235.0,99.0,124.14285714285714,148.13333333333333
Hyderabad,2016-03-02,48.34,98.72,5.38,10.22,14.24,10.26,1.08,5.22,39.26,0.98,5.35,1.07,106.0,Moderate,Telangana,3,2,2016,1,1,102.0,99.0,115.0,99.66666666666667,105.14285714285714,146.9
Hyderabad,2016-03-03,50.06,88.76,5.58,12.11,16.27,10.21,1.0,7.78,45.55,0.95,5.37,1.11,110.0,Moderate,Telangana,3,3,2016,1,1,106.0,98.0,113.0,102.0,103.85714285714286,145.9
Hyderabad,2016-03-04,63.29,99.76,5.44,12.41,16.46,10.27,1.08,5.8,44.08,1.02,5.7,2.22,117.0,Moderate,Telangana,3,4,2016,1,1,110.0,102.0,109.0,106.0,103.42857142857143,145.56666666666666
Hyderabad,2016-03-05,65.76,105.71,5.35,12.36,16.33,10.37,1.1,6.89,47.03,0.93,5.53,2.3,129.0,Moderate,Telangana,3,5,2016,1,1,117.0,106.0,100.0,111.0,104.57142857142857,145.73333333333332
